algorithm_id	operation_gate_id	member_contract_id	contract_ids	exact_trigger_and_prestate	exact_commit_and_poststate	behavior_schedule	allocation_and_capacity_rule	resource_ceiling	rust_reference_route_id	member_declaration_sha256	status
ALG-EB7E0B65F01909697D5C	OPG-EB7E0B65F01909697D5C	DENSE-INSERT-UNIQ	DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW,DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: trigger=All recoverable preparation succeeds before the first destructive commit.; pre=BASE is valid; 0<=INDEX<=len; VALUE is owned; no incompatible borrow is live. || DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; 0<=INDEX<=len; VALUE is owned; no incompatible borrow is live.	DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: commit=LAST_RECOVERABLE_POINT_BEFORE_ANY_OWNER_MOVE; post=As DENSE-INSERT and additionally returns a receiver-rooted unique borrow of the inserted slot.; equation=All old and offered owners reach exactly one post-state role. || DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=As DENSE-INSERT and additionally returns a receiver-rooted unique borrow of the inserted slot.; equation=Every offered owner has exactly one declared destination.	DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ZERO Outcome branch calls: ZERO. || DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ZERO Outcome branch calls: ZERO.	DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW: Same as DENSE-INSERT; zero additional allocation. || DENSE-INSERT-UNIQ::SEQ-INSERT-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW: Same as DENSE-INSERT; zero additional allocation.	REF-RUST-VEC	158134863f10e20e015a2a5f208a718bdecf89ef25640269b26bce025ab8a9e8	FROZEN_PROTOCOL
ALG-EBCF88481C5D7A32C649	OPG-EBCF88481C5D7A32C649	DENSE-EXTEND-CLONE	DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_GROW,DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: trigger=Growth arithmetic succeeds and divergent allocation succeeds.; pre=BASE is valid; SRC is a valid shared view; Clone is available. || DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; SRC is a valid shared view; Clone is available.	DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: commit=NEW_ALLOCATION_OWNED_BEFORE_RELOCATION;OFFERED_COMMIT_AFTER_CAPACITY; post=BASE appends one clone of each SRC value in order.; equation=All old and offered owners reach exactly one post-state role. || DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=BASE appends one clone of each SRC value in order.; equation=Every offered owner has exactly one declared destination.	DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: Exactly len(SRC) clone calls in increasing order. Outcome branch calls: DECLARED_MEMBER_COUNT. || DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: Exactly len(SRC) clone calls in increasing order. Outcome branch calls: DECLARED_MEMBER_COUNT.	DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: O(len SRC) clones/moves; at most one growth allocation after exact reservation. || DENSE-EXTEND-CLONE::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: O(len SRC) clones/moves; at most one growth allocation after exact reservation.	REF-RUST-VEC	509cf219b851380755f8860382c4e0ee67bead0f9f35fc3b3b46eb0fd03c590b	FROZEN_PROTOCOL
ALG-EEF037BBC9D5AE20124C	OPG-EEF037BBC9D5AE20124C	DENSE-DEFAULT	DENSE-DEFAULT::TRAIT-DEFAULT-01::COMMON-NON-OD1::SUCCESS	DENSE-DEFAULT::TRAIT-DEFAULT-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=No input owner.	DENSE-DEFAULT::TRAIT-DEFAULT-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns a valid empty dense owner with no payload allocation.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-DEFAULT::TRAIT-DEFAULT-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-DEFAULT::TRAIT-DEFAULT-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-DEFAULT::TRAIT-DEFAULT-01::COMMON-NON-OD1::SUCCESS: O(1); zero allocation.	REF-RUST-VEC	1998a4ec1d5fb17019f03da7c0a266ed46763368274969948f0c6a91bc2d530d	FROZEN_PROTOCOL
ALG-F00F52BC159D18993665	OPG-F00F52BC159D18993665	DENSE-RESIZE-WITH	DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW,DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: trigger=Growth arithmetic succeeds and divergent allocation succeeds.; pre=BASE is valid; NEW_LEN is checked; PRODUCER is owned. || DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; NEW_LEN is checked; PRODUCER is owned.	DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: commit=NEW_ALLOCATION_OWNED_BEFORE_RELOCATION;OFFERED_COMMIT_AFTER_CAPACITY; post=Shrink destroys suffix; growth appends one produced owner per new slot in order.; equation=All old and offered owners reach exactly one post-state role. || DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=Shrink destroys suffix; growth appends one produced owner per new slot in order.; equation=Every offered owner has exactly one declared destination.	DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: Exactly max(new_len-old_len,0) calls; zero calls on shrink/equal. Outcome branch calls: DECLARED_MEMBER_COUNT. || DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: Exactly max(new_len-old_len,0) calls; zero calls on shrink/equal. Outcome branch calls: DECLARED_MEMBER_COUNT.	DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: O(abs length delta); at most one growth allocation. || DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: O(abs length delta); at most one growth allocation.	REF-RUST-VEC	b8ff9797a91a10d4234eddaf2f615112fcf647e348be65dbede9e4b883da1209	FROZEN_PROTOCOL
ALG-F3936247B06AAC3423AC	OPG-F3936247B06AAC3423AC	DENSE-EAGER-SPLICE	DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW,DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: trigger=Growth arithmetic succeeds and divergent allocation succeeds.; pre=BASE is valid; RANGE is checked; PRODUCER is finite and owned. || DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: trigger=Required capacity is already available.; pre=BASE is valid; RANGE is checked; PRODUCER is finite and owned.	DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: commit=NEW_ALLOCATION_OWNED_BEFORE_RELOCATION;OFFERED_COMMIT_AFTER_CAPACITY; post=Returns valid BASE with replacements in order and a valid owner of removed values in original order.; equation=All old and offered owners reach exactly one post-state role. || DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: commit=VALUE_OR_RANGE_COMMIT; post=Returns valid BASE with replacements in order and a valid owner of removed values in original order.; equation=Every offered owner has exactly one declared destination.	DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: PRODUCER next calls are ordered; each yielded owner is consumed once; remaining producer state is destroyed once. Outcome branch calls: DECLARED_MEMBER_COUNT. || DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: PRODUCER next calls are ordered; each yielded owner is consumed once; remaining producer state is destroyed once. Outcome branch calls: DECLARED_MEMBER_COUNT.	DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: ALLOC(BASE')=A1;A0 released once || DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: ALLOC(BASE')=A0	DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW: O(n+r) moves; at most one BASE growth allocation and one removed-output allocation; no per-item allocation. || DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW: O(n+r) moves; at most one BASE growth allocation and one removed-output allocation; no per-item allocation.	REF-RUST-SPLICE	a60d02f45ad4b1487f35df59461ffe7fff19848ad6775500704ca0bcf9bd997d	FROZEN_PROTOCOL
ALG-F4C798E1403FC0C39412	OPG-F4C798E1403FC0C39412	DENSE-FIXED-VIEW	DENSE-FIXED-VIEW::ARR-VIEW-01::COMMON-NON-OD1::SUCCESS	DENSE-FIXED-VIEW::ARR-VIEW-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=ARRAY is a valid fixed array.	DENSE-FIXED-VIEW::ARR-VIEW-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns a runtime-length view of every element rooted in ARRAY.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-FIXED-VIEW::ARR-VIEW-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-FIXED-VIEW::ARR-VIEW-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-FIXED-VIEW::ARR-VIEW-01::COMMON-NON-OD1::SUCCESS: O(1) view formation; zero allocation.	REF-RUST-VEC	2e60e7099ab63d953378ef5839eef7de213591b7829d89c2e7b2866e07b1c045	FROZEN_PROTOCOL
ALG-FABD1D399A2E6E23898E	OPG-FABD1D399A2E6E23898E	DENSE-FIXED-EACH	DENSE-FIXED-EACH::ARR-EACH-01::COMMON-NON-OD1::SUCCESS	DENSE-FIXED-EACH::ARR-EACH-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=ARRAY is a valid fixed array and borrow mode is fixed.	DENSE-FIXED-EACH::ARR-EACH-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns N indexed borrows; unique results have pairwise-disjoint logical footprints.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-FIXED-EACH::ARR-EACH-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-FIXED-EACH::ARR-EACH-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-FIXED-EACH::ARR-EACH-01::COMMON-NON-OD1::SUCCESS: O(N) borrow formation; zero allocation.	REF-RUST-VEC	874c62e38473bc2ec8970742be84a854f52540d19931df7c95b3472f3899aff0	FROZEN_PROTOCOL
ALG-FED8ACCF4513AF9A3750	OPG-FED8ACCF4513AF9A3750	DENSE-REMOVE	DENSE-REMOVE::SEQ-REMOVE-01::COMMON-NON-OD1::SUCCESS	DENSE-REMOVE::SEQ-REMOVE-01::COMMON-NON-OD1::SUCCESS: trigger=All member preconditions hold.; pre=BASE is valid; 0<=INDEX<len; no incompatible borrow is live.	DENSE-REMOVE::SEQ-REMOVE-01::COMMON-NON-OD1::SUCCESS: commit=NO_DESTRUCTIVE_COMMIT; post=Returns the owner at INDEX; suffix owners relocate left once; retained order is preserved.; equation=ValidDense(BASE1) and ordered values equal the member transformation of BASE0.	DENSE-REMOVE::SEQ-REMOVE-01::COMMON-NON-OD1::SUCCESS: ZERO Outcome branch calls: ZERO.	DENSE-REMOVE::SEQ-REMOVE-01::COMMON-NON-OD1::SUCCESS: ALLOC(BASE)=A0	DENSE-REMOVE::SEQ-REMOVE-01::COMMON-NON-OD1::SUCCESS: O(len-index) relocations; zero allocation.	REF-RUST-VEC	9113657fa174d7de53f0b93da74bf7aaa7838acbd91a6f530ca7dec76570701f	FROZEN_PROTOCOL
ALG-OD4-SCOPED-CONSUME	OPG-OD4-SCOPED-CONSUME	PROTOCOL-OD4-SCOPED-CONSUME	OD4-POLICY-SCOPED-CONSUME	Valid dense owner, exact range/predicate, retained direct consumer, and no escaping authority.	Move each selected owner once in source order; on continue, early stop, or normal error, repair to one valid dense owner before return.	Consumer called exactly once for each visited selected owner; no later call after early stop.	O(1) auxiliary container state and zero removed-result allocation unless caller explicitly selects collection outside this cell.	One source pass; direct compaction; exact behavior calls; no persistent cursor or second repair state.	REF-RUST-EXTRACT	073c206be16fb9d85cfd7d90bd3743c21633b30ef1a93fd21828d3a1a5938bdd	FROZEN_RESEARCH_PROTOCOL
ALG-CONTROL-B-FIX	CONTROL-B-FIX	B-FIX	NOT_APPLICABLE_CONTROL	58baa71fb4c36a4728dd42aea6b05ce4be7aa0b1:prototype/democ/examples/soa_kernel.xl	Source, verdict, diagnostics, layout, per-mode IR, code, and counters are exact; normalization allowlist empty.	Exact protected or witness oracle	Target-derived equivalent of the exact two-word owner and one allocation; no capacity, occupancy, generation, or policy field.	Exact identity on AArch64, x86-64, and i686 structural layouts.	REF-PROTECTED-BASELINE	3770cfb059bb723a1c906309af600a9ae8ce63f1fc115ff955b27a284f57b97b	FROZEN_PROTOCOL
ALG-CONTROL-B-P2	CONTROL-B-P2	B-P2	NOT_APPLICABLE_CONTROL	58baa71fb4c36a4728dd42aea6b05ce4be7aa0b1:compiler/sources.txt canonical concatenation	No generation, retirement, reuse, metadata load, branch, indirection, call, fact, or output change.	Exact protected or witness oracle	Target-derived exact 30 fixed two-word columns and non-reused index width; no capacity, generation, recycling, or policy field.	Exact identity on AArch64, x86-64, and i686 structural layouts.	REF-PROTECTED-BASELINE	17c28914ec3cd109f0411cc8a83423623c1541be239e753e91144a66bea93f65	FROZEN_PROTOCOL
ALG-CONTROL-H-FLATSET	CONTROL-H-FLATSET	H-FLATSET	NOT_APPLICABLE_CONTROL	WITNESS-REGISTRY.md visible contract	Visible contract and dependency budget fixed before custody.	Exact protected or witness oracle	One contiguous dense payload owner plus O(1) metadata; no per-slot tag.	SG-H-FLATSET exact hidden oracle	REF-RUST-API-INVENTORY	PENDING_EXTERNAL_CUSTODY_HASH	FROZEN_PROTOCOL
ALG-CONTROL-W-SMALL	CONTROL-W-SMALL	W-SMALL	NOT_APPLICABLE_CONTROL	WITNESS-REGISTRY.md visible contract	Identical ordinary-library source and public capability surface.	Exact protected or witness oracle	Frozen inline N; zero heap through N and one dense owner after spill.	SG-W-SMALL exact visible oracle	REF-RUST-API-INVENTORY	PENDING_EXTERNAL_FIXTURE_HASH	FROZEN_PROTOCOL
ALG-CONTROL-W-GAP	CONTROL-W-GAP	W-GAP	NOT_APPLICABLE_CONTROL	WITNESS-REGISTRY.md visible contract	Identical ordinary-library source and public capability surface.	Exact protected or witness oracle	One owner with live prefix and suffix around one gap; no per-slot tag.	SG-W-GAP exact visible oracle	REF-RUST-API-INVENTORY	PENDING_EXTERNAL_FIXTURE_HASH	FROZEN_PROTOCOL
ALG-CONTROL-ARITHMETIC	CONTROL-ARITHMETIC	DENSE-CAPACITY-ARITHMETIC	NOT_APPLICABLE_CONTROL	Exact target pointer width and last-valid/first-invalid tuples	No commit, allocation, or payload access; exact checked result	No behavior	No allocation	Constant checked arithmetic only	REF-RUST-RAWVEC	ed847fcc6d237a1ddf95dc54bc8a3823ae89bea125f3e45cb8bb54ae0000fff0	FROZEN_PROTOCOL
