contract_id	branch_id	route_scope	role	returns_borrow_bearing_owner	requires_result_provenance	condition	conditional_capability_ids	disposition	reopening_trigger
MAP-ENTRY-01	OR_DEFAULT_VACANT_STORE_KEY_VALUE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Vacant Entry::or_default stores candidate K and default-produced V, and either stored role contains live borrow leaves. Every produced V leaf follows the Default result-provenance relation and never derives from the guard, candidate key storage, map storage, receiver, or call frame. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-ENTRY-01	OR_INSERT_OCCUPIED_DROP_OFFERED_VALUE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	Occupied Entry::or_insert returns the stored value borrow and destroys offered V containing live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-ENTRY-01	OR_INSERT_VACANT_STORE_KEY_VALUE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	Vacant Entry::or_insert stores candidate K and offered V, and either stored role contains live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-ENTRY-01	OR_INSERT_WITH_CALLABLE_ENV	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	The owned producer environment contains live borrow leaves; the vacant branch invokes it once and the occupied branch destroys it unused exactly once. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-ENTRY-01	OR_INSERT_WITH_KEY_CALLABLE_ENV	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	The owned keyed-producer environment contains live borrow leaves; the vacant branch invokes it once and the occupied branch destroys it unused exactly once. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-ENTRY-01	OR_INSERT_WITH_KEY_VACANT_STORE_KEY_VALUE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Vacant Entry::or_insert_with_key stores candidate K and produced V, including a V that contains a borrow leaf already retained by K. Every produced V leaf follows the callable result-provenance relation and may select an independently valid candidate-K leaf root, but never derives from a temporary key reborrow, guard, map storage, callable receiver, or call frame. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-ENTRY-01	OR_INSERT_WITH_VACANT_STORE_KEY_VALUE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	yes	Vacant Entry::or_insert_with stores candidate K and produced V, and either stored role contains live borrow leaves. Every produced V leaf follows the callable result-provenance relation and never derives from a temporary guard, map storage, callable receiver, or call frame. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-ENTRY-01	VACANT_GUARD_CANDIDATE_KEY	REGION_FREE_BORROW_FREE	RETAINED_STATE	yes	yes	BTreeMap::entry or HashMap::entry returns a vacant guard owning candidate K with live borrow leaves; the guard later transfers or destroys K exactly once. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-OCCUPIED-01	HASH_GUARD_MAP_HASHER_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	Only the HashMap occupied-guard path preserves the map's stored BuildHasher state containing live borrow leaves across guard access, replacement, removal, or abandonment. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-OCCUPIED-01	INSERT_RETURN_DISPLACED_VALUE	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	OccupiedEntry::insert returns the displaced V containing live borrow leaves while the offered V remains valid in storage. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-OCCUPIED-01	INSERT_STORE_OFFERED_VALUE	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	OccupiedEntry::insert stores offered V containing live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-OCCUPIED-01	REMOVE_DROP_KEY	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	OccupiedEntry::remove destroys removed K containing live borrow leaves while returning V; B-tree repair preserves every surviving entry. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-OCCUPIED-01	REMOVE_ENTRY_PAIR_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	OccupiedEntry::remove_entry returns (K, V), with either live role containing borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-OCCUPIED-01	REMOVE_VALUE_RESULT	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	OccupiedEntry::remove returns V containing live borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-VACANT-01	EXIT_PAYLOAD_DROP	REGION_FREE_BORROW_FREE	STORED_TRANSITION	no	no	Abandoning a vacant guard destroys its retained candidate K and K contains borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-VACANT-01	EXIT_RECOVERABLE_FAILURE	REGION_FREE_BORROW_FREE	BORROW_BEARING_RESULT	yes	yes	Recoverable vacant insertion failure consumes the guard and returns sole candidate K plus offered V, and either returned owner contains borrow leaves. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
MAP-VACANT-01	HASH_GUARD_MAP_HASHER_STATE	REGION_FREE_BORROW_FREE	RETAINED_STATE	no	no	Only the HashMap vacant-guard path preserves the map's stored BuildHasher state containing live borrow leaves across insertion, candidate recovery, failure, or abandonment. The base matrix route applies only when every retained generic value in this branch is region-free and borrow-free.	BR-STORED	DEFERRED:stored-borrow-family	Stored-borrow Family Lock proves this exact conditional branch and reopens every shared representation, fact path, or generated-code dependency it changes.
