relation_ordinal	evidence_identity	cluster_id	evidence_kind	evidence_key	source_artifact	source_selector	selected_source_value	selected_source_value_sha256	source_row_sha256	evidence_granularity	materialization_policy	applicability	applicability_authority	applicability_primary_refinement_family_or_gate	applicability_required_predecessor_family_ids	applicability_required_predecessor_gate_stage_ids	applicability_additional_operation_gate_stage_ids	applicability_additional_operation_gate_child_specific_immediate_predecessor_family_or_gate_ids	applicability_implicated_or_reopening_family_ids	applicability_implicated_or_reopening_gate_stage_ids	applicability_authority_row_sha256	terminal_disposition_policy	allowed_terminal_dispositions	cluster_relation_count	cluster_relation_sha256	kind_relation_count	kind_relation_sha256	policy_version
1162	367c6fb126bde62569b37c44cf33fae80585503b9454557e8fb8b83507502c6d	TRAIT-EXACT-01	D10_CONTRACT_ROUTE	src/core/iter/traits/exact_size.rs.html#86|item|ExactSizeIterator	RUST-D10-SURFACE-MAP.tsv	canonical_key=src/core/iter/traits/exact_size.rs.html#86|item|ExactSizeIterator	src/core/iter/traits/exact_size.rs.html#86|item|ExactSizeIterator	270a61edbb59e7421c32e5393bc75b955547e45e94ecb797b9fc47592383cf5b	434ee0c21066a3b05a1d2836598f90a3946b8b5d68a399bc8bbab23e3ba6d6c5	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	eedbe4e3e80bcb6ef1063120fdf85d65f8376d791ea03a9779bef64d52636fbb	138	7067fc2e1136890c47eda536e7b647da0e6ff9b7aad9fa27faff9b88cf374fde	xlang-g0-coverage-evidence-universe-v3
1163	360d5a0f97a215b38f11cf59f9b643f6a893f9f215bea137f79f9fb5e0c43160	TRAIT-EXACT-01	CLUSTER_RUST_SURFACES_SELECTOR	TRAIT-EXACT-01|rust_surfaces|760a4fe7859faf6c9b5e017d6fe75026e3e1146a1cbc8badf594c04a326a39f7	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=TRAIT-EXACT-01;field=rust_surfaces	ExactSizeIterator::{len} on applicable one-hop helpers	760a4fe7859faf6c9b5e017d6fe75026e3e1146a1cbc8badf594c04a326a39f7	e27023562349b865c54279eac41add2057bc92239495b5caf2e87f9ae7f5b659	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	eedbe4e3e80bcb6ef1063120fdf85d65f8376d791ea03a9779bef64d52636fbb	276	0c412f72d82d73aa77f0a033219606baf1c32b88ac63dc0c1c9af5177bb4b330	xlang-g0-coverage-evidence-universe-v3
1164	4e7c8355bf2c56de52575f01b6eb5e85c7bfeb9aa61265cfe93f7d271c2d7d10	TRAIT-EXACT-01	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	TRAIT-EXACT-01|implementation_privilege_evidence|ef73fc00e6570a368f0e5ed9dd785e4753672269c4ca1955754da28714d88754	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=TRAIT-EXACT-01;field=implementation_privilege_evidence	Stable ExactSizeIterator is not a safety proof; Rust's unsafe TrustedLen is separate unstable evidence	ef73fc00e6570a368f0e5ed9dd785e4753672269c4ca1955754da28714d88754	e27023562349b865c54279eac41add2057bc92239495b5caf2e87f9ae7f5b659	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	eedbe4e3e80bcb6ef1063120fdf85d65f8376d791ea03a9779bef64d52636fbb	276	8cca9d357d3dcdd58346a9fc187d545580428fe7835bdb07c24215b6acc756b8	xlang-g0-coverage-evidence-universe-v3
1165	ec1688e51669bda9f2fd6c699b872b6fdcb207fe8d6bd1c4262ca92e0ff0e233	TRAIT-EXACT-01	CLUSTER_SOURCE_REFS_SELECTOR	TRAIT-EXACT-01|source_refs|b27219903be8dabfeac82ca5cf7480a61270928f08b1e8ad4e8296643146c065	RUST-DATA-CONTRACT-CENSUS.tsv	contract_id=TRAIT-EXACT-01;field=source_refs	RUST-1.97.0-API-INVENTORY.tsv defining trait=ExactSizeIterator; src/core/iter/traits/exact_size.rs.html#86	b27219903be8dabfeac82ca5cf7480a61270928f08b1e8ad4e8296643146c065	e27023562349b865c54279eac41add2057bc92239495b5caf2e87f9ae7f5b659	EXACT_SOURCE_FIELD_SELECTOR_REQUIRES_FAMILY_LOCK_MEMBER_MATERIALIZATION	REFINED_REQUIRES_INDEPENDENT_EXHAUSTIVE_EXPANSION_OF_FROZEN_PARENT_BY_FROZEN_PARSER_OR_HOSTILE_REVIEWED_TOKEN_ANCHOR_LEDGER_AND_EXACT_CHILD_COUNT_SHA256_AND_EACH_CHILD_TERMINAL;PREDECESSOR_REQUIRES_THE_SAME_EXHAUSTIVE_CHILD_EQUALITY_AND_EXACT_PREDECESSOR_TERMINALS;EXCLUSION_BLOCKS_ALL_UNRESOLVED_CHILD_CLAIMS;SELF_SELECTED_CHILD_SET_OR_PARENT_ONLY_REFINEMENT_INVALID	INDEPENDENT_EXHAUSTIVE_EXPANSION_THEN_EXACT_CHILD_ROUTE_REQUIRED	FAMILY_LOCK_INDEPENDENT_SELECTOR_EXPANSION_AND_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	7307ba91fb93aa0f5e790cfdc4c5a1a0a41c281764b599bcae8006e18973b86a	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	5	eedbe4e3e80bcb6ef1063120fdf85d65f8376d791ea03a9779bef64d52636fbb	276	5be94c7a50be99f1d2028e205b49b011f1a8477b60251c9a49bb2a00d2a49ef1	xlang-g0-coverage-evidence-universe-v3
1166	221488d78cbf58c50713e20ee948b2ef66babbb7bedfabc79370e657e2a73a1b	TRAIT-EXTEND-01	D10_CONTRACT_ROUTE	src/core/iter/traits/collect.rs.html#397|item|Extend	RUST-D10-SURFACE-MAP.tsv	canonical_key=src/core/iter/traits/collect.rs.html#397|item|Extend	src/core/iter/traits/collect.rs.html#397|item|Extend	290764079760caedb51821320216445be4b582481cc570a3d5f2702c2bfbdf8e	74cee12f5bcbd0940e37a50c3105c4172929cef70f7f1e913225d32ab9cfa0ab	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	27	bde2938d326f94d1e63a717772553330eed0f2e16f63966b2200acf3ed8520e4	138	7067fc2e1136890c47eda536e7b647da0e6ff9b7aad9fa27faff9b88cf374fde	xlang-g0-coverage-evidence-universe-v3
1167	473adc37883f046ef815aae79747b8ad9cabe9491c1a20bd50866b8471f60fbb	TRAIT-EXTEND-01	D10_CONTRACT_ROUTE	src/core/iter/traits/collect.rs.html#416|required_method|extend	RUST-D10-SURFACE-MAP.tsv	canonical_key=src/core/iter/traits/collect.rs.html#416|required_method|extend	src/core/iter/traits/collect.rs.html#416|required_method|extend	991daa7b437caa70611ac3bcf530ef01365d1c2c7c5a7d68edb440b428852d1b	2d383532573be53ec51610ad65e6bfc85fc919cb2b4c43aa31f5e452585b6818	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	INDEPENDENT_EXACT_CHILD_TO_FAMILY_OR_GATE_AUDIT_REQUIRED_BEFORE_DISPOSITION	FAMILY_LOCK_INDEPENDENT_CHILD_APPLICABILITY_LEDGER	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	UNRESOLVED_REQUIRES_INDEPENDENT_CHILD_APPLICABILITY_AUDIT	9e9d09ab7a422671ebe3442284a4e61b6368cbc286d62ff78dac56eed12bc31c	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	27	bde2938d326f94d1e63a717772553330eed0f2e16f63966b2200acf3ed8520e4	138	7067fc2e1136890c47eda536e7b647da0e6ff9b7aad9fa27faff9b88cf374fde	xlang-g0-coverage-evidence-universe-v3
1168	ec906323c2ec4b05c2108ac470c7a83ac6eb63655efaa9d87ab6dcaa153b456c	TRAIT-EXTEND-01	CONCRETE_TRAIT_IMPL	08c59fea8d652aa7c2734bb6227200f0c59e8cf375111703a83ca402e9aa325f	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	impl_key=08c59fea8d652aa7c2734bb6227200f0c59e8cf375111703a83ca402e9aa325f;owning_contract_id=TRAIT-EXTEND-01	08c59fea8d652aa7c2734bb6227200f0c59e8cf375111703a83ca402e9aa325f	6a380eeadd8d1396ef00a0793118c2efadbd16f2977f415a9849f573c29d32f9	3cdc90ab0000acb40f0c18a9972d448f5ec3bd1eb628cc10e1111312e078840d	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	EXACT_IMPL_KEY_TOPOLOGY_PLUS_CLOSED_OWNING_CLUSTER_OPERATION_GATE_ROUTE_JOIN	G0-TRAIT-IMPL-TOPOLOGY-ROUTING.tsv:impl_key+G0-FAMILY-GATE-VOCABULARY.md:G0_TRAIT_OPERATION_GATE_ASSIGNMENT_AUTHORITY:owning_cluster_id	F-DEQUE	NONE	NONE	GATE-BULK-CONSTRUCTION-CROSS-FAMILY	F-DEQUE	F-DEQUE	NONE	f0794fe3337b5c194242e64949c409e7d23e27000a09eaa7e93850db27462e99	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	27	bde2938d326f94d1e63a717772553330eed0f2e16f63966b2200acf3ed8520e4	378	1fe947f3f694a7671e9ec0ba288577fc91e7aaf81957d8efda8453eb73ba833d	xlang-g0-coverage-evidence-universe-v3
1169	0002b7fbf2e27615259c80370f9060e88496b6a809f0558a1a5ba5d403072485	TRAIT-EXTEND-01	CONCRETE_TRAIT_IMPL	0995de8cb868eaf0c69cb0d90a9187dc03de9f0a31572cdcb60a9a82dd46fdd3	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	impl_key=0995de8cb868eaf0c69cb0d90a9187dc03de9f0a31572cdcb60a9a82dd46fdd3;owning_contract_id=TRAIT-EXTEND-01	0995de8cb868eaf0c69cb0d90a9187dc03de9f0a31572cdcb60a9a82dd46fdd3	d3d07afb1c3a864b54a0ffe2c39207c029e673fef14ab4aaf565107699881a8a	472d1c1fe4f86f3ceb8370c38a5d27157cf5fdc74e40876c402f13bb9bb569d5	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	EXACT_IMPL_KEY_TOPOLOGY_PLUS_CLOSED_OWNING_CLUSTER_OPERATION_GATE_ROUTE_JOIN	G0-TRAIT-IMPL-TOPOLOGY-ROUTING.tsv:impl_key+G0-FAMILY-GATE-VOCABULARY.md:G0_TRAIT_OPERATION_GATE_ASSIGNMENT_AUTHORITY:owning_cluster_id	GATE-LINKED-COMPOSITION	F-DENSE,F-IDENTITY,F-RECURSIVE	NONE	GATE-BULK-CONSTRUCTION-CROSS-FAMILY	GATE-LINKED-COMPOSITION	NONE	GATE-LINKED-COMPOSITION	f23591cf25fd8780d819b7a9e98b26f0173a427e40e5a47064036161e3d60656	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	27	bde2938d326f94d1e63a717772553330eed0f2e16f63966b2200acf3ed8520e4	378	1fe947f3f694a7671e9ec0ba288577fc91e7aaf81957d8efda8453eb73ba833d	xlang-g0-coverage-evidence-universe-v3
1170	e521a4d419f3a7adbf7538edf851b8b035c0af7291926bbd8ab6e6d75113ea29	TRAIT-EXTEND-01	CONCRETE_TRAIT_IMPL	0fa47f8aef86d1662fea835858adf8d9fb30445250013f5a58ddfc65316d1acd	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	impl_key=0fa47f8aef86d1662fea835858adf8d9fb30445250013f5a58ddfc65316d1acd;owning_contract_id=TRAIT-EXTEND-01	0fa47f8aef86d1662fea835858adf8d9fb30445250013f5a58ddfc65316d1acd	84f6d3da302a26b855bfacbfbda4f5cea407ab244d8a5eb0cbc4b826f506e7c3	3b5e724f5b3b59cb9d7c25cadc5777c4d19ad9ad07d5f905d59bc05a6bc42427	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	EXACT_IMPL_KEY_TOPOLOGY_PLUS_CLOSED_OWNING_CLUSTER_OPERATION_GATE_ROUTE_JOIN	G0-TRAIT-IMPL-TOPOLOGY-ROUTING.tsv:impl_key+G0-FAMILY-GATE-VOCABULARY.md:G0_TRAIT_OPERATION_GATE_ASSIGNMENT_AUTHORITY:owning_cluster_id	F-TEXT	F-DENSE	NONE	GATE-BULK-CONSTRUCTION-CROSS-FAMILY	F-TEXT	F-TEXT	NONE	3f35ee2bd09a1ea49b72274ac548fd6aee628ee899003cedf27f99726be077f8	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	27	bde2938d326f94d1e63a717772553330eed0f2e16f63966b2200acf3ed8520e4	378	1fe947f3f694a7671e9ec0ba288577fc91e7aaf81957d8efda8453eb73ba833d	xlang-g0-coverage-evidence-universe-v3
1171	5c7b7556e0a8983d1bc40ad0c15ce801cd0cf3a9fcb65cb5f49fc84d98ec7c33	TRAIT-EXTEND-01	CONCRETE_TRAIT_IMPL	19a2730b223395aecb592029c90e87a4ec793f93e7f69b2ad78a7629663f6793	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	impl_key=19a2730b223395aecb592029c90e87a4ec793f93e7f69b2ad78a7629663f6793;owning_contract_id=TRAIT-EXTEND-01	19a2730b223395aecb592029c90e87a4ec793f93e7f69b2ad78a7629663f6793	e3597084e45b326430c6dd3120979096618d1b4047695ced3c50ca0e9e834d5b	1c5f849b1ac9d8cece06e7dbcf81728e0446efa78a40d780ddc757943a96e493	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	EXACT_IMPL_KEY_TOPOLOGY_PLUS_CLOSED_OWNING_CLUSTER_OPERATION_GATE_ROUTE_JOIN	G0-TRAIT-IMPL-TOPOLOGY-ROUTING.tsv:impl_key+G0-FAMILY-GATE-VOCABULARY.md:G0_TRAIT_OPERATION_GATE_ASSIGNMENT_AUTHORITY:owning_cluster_id	F-TEXT	F-DENSE	NONE	GATE-BULK-CONSTRUCTION-CROSS-FAMILY	F-TEXT	F-TEXT	NONE	00f1deed2695e6a2fc784cf63cb8053b59d93b8d44ac054a67c96583625f5b99	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	27	bde2938d326f94d1e63a717772553330eed0f2e16f63966b2200acf3ed8520e4	378	1fe947f3f694a7671e9ec0ba288577fc91e7aaf81957d8efda8453eb73ba833d	xlang-g0-coverage-evidence-universe-v3
1172	8aa9388b32d02497b1ec5d313697a52898831ae5d71ea16d6dc0c2d9ba835c69	TRAIT-EXTEND-01	CONCRETE_TRAIT_IMPL	36e3f3be713ca2228b208f7564f6e82c5fda4862a5551d997e2c40344ae4b7e0	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	impl_key=36e3f3be713ca2228b208f7564f6e82c5fda4862a5551d997e2c40344ae4b7e0;owning_contract_id=TRAIT-EXTEND-01	36e3f3be713ca2228b208f7564f6e82c5fda4862a5551d997e2c40344ae4b7e0	6e4c765448d6093399c94b5bd809a3af2ece281da89cdee6a11b4083cec7b98b	3abce96977760764555225202547ee035c397dee9dab832427ecfc87d59d5c44	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	EXACT_IMPL_KEY_TOPOLOGY_PLUS_CLOSED_OWNING_CLUSTER_OPERATION_GATE_ROUTE_JOIN	G0-TRAIT-IMPL-TOPOLOGY-ROUTING.tsv:impl_key+G0-FAMILY-GATE-VOCABULARY.md:G0_TRAIT_OPERATION_GATE_ASSIGNMENT_AUTHORITY:owning_cluster_id	F-ORDERED	F-DENSE,F-IDENTITY,F-RECURSIVE	NONE	GATE-BULK-CONSTRUCTION-CROSS-FAMILY	F-ORDERED	F-ORDERED	NONE	dd0c8255e287b300ed1a35a1b9c9cdf58640a06e2304ba340c5c72b990dd0be0	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	27	bde2938d326f94d1e63a717772553330eed0f2e16f63966b2200acf3ed8520e4	378	1fe947f3f694a7671e9ec0ba288577fc91e7aaf81957d8efda8453eb73ba833d	xlang-g0-coverage-evidence-universe-v3
1173	d84624718ef5407457f10688739a5739fd643c6675a24896d74a6660cfc00f69	TRAIT-EXTEND-01	CONCRETE_TRAIT_IMPL	376a3318b748a8ac90b97606bee2ce3680cc6ff2f93fa49f673c10961ba164bd	RUST-1.97.0-TRAIT-IMPL-CROSSWALK.tsv	impl_key=376a3318b748a8ac90b97606bee2ce3680cc6ff2f93fa49f673c10961ba164bd;owning_contract_id=TRAIT-EXTEND-01	376a3318b748a8ac90b97606bee2ce3680cc6ff2f93fa49f673c10961ba164bd	902dfc265e8de2e75343a4584dc482fab8b1ec6bde379a4d45b84e60864fcacc	04f5aca234b1d7b6f407af75e10baa73fa556f17180ef24e468eaadf2cbe3890	EXACT_SOURCE_KEY	NONE_EXACT_SOURCE_KEY	EXACT_IMPL_KEY_TOPOLOGY_PLUS_CLOSED_OWNING_CLUSTER_OPERATION_GATE_ROUTE_JOIN	G0-TRAIT-IMPL-TOPOLOGY-ROUTING.tsv:impl_key+G0-FAMILY-GATE-VOCABULARY.md:G0_TRAIT_OPERATION_GATE_ASSIGNMENT_AUTHORITY:owning_cluster_id	F-ORDERED	F-DENSE,F-IDENTITY,F-RECURSIVE	NONE	GATE-BULK-CONSTRUCTION-CROSS-FAMILY	F-ORDERED	F-ORDERED	NONE	b4dae87617a8e3b3b379e78c32a19006d9ebb68a91befc81d68cce83c34875f8	EXACTLY_ONE_TERMINAL_PER_APPLICABLE_EVIDENCE_IDENTITY_AND_TARGET;EXCLUSION_FOR_ONE_TARGET_NEVER_ERASES_ANOTHER_TARGET	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	27	bde2938d326f94d1e63a717772553330eed0f2e16f63966b2200acf3ed8520e4	378	1fe947f3f694a7671e9ec0ba288577fc91e7aaf81957d8efda8453eb73ba833d	xlang-g0-coverage-evidence-universe-v3
