cluster_ordinal	cluster_id	family	semantic_class	importability	refinement_policy	evidence_universe_policy	allowed_evidence_dispositions	prohibited_direct_uses	census_row_sha256	derivation_row_sha256	policy_version
161	HSET-DRAIN-01	hash_set_owning_iteration	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	32cb38e9d414a056269b2fd6aedf00e4778186f037c54854c1554fc787fb444d	938af3efeb53ad127da38a8343005da0a9e2aa2eccdb4fc99743ff2e7ec1e549	xlang-g0-coverage-cluster-policy-v1
162	HSET-FILTER-01	hash_set_compaction	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	d6febc583d5f6f47092e3d561cef7ce0e2fbe02baabab742c02a239218ed5c5f	caa8b0967590e8379e88a324fc807f1aab3da6e7b1fd09851c8d9b98f875bb46	xlang-g0-coverage-cluster-policy-v1
163	STRING-META-01	owned_utf8_text	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	678ed03f2670d9626a8a15fa2ef05d7f7d339d6ce68d3c81a20b602799159633	107d9d5068369a9bba8d9700bbb3b38cba6d2d14a46822f8ebf27ff31eac578b	xlang-g0-coverage-cluster-policy-v1
164	STRING-VIEW-01	owned_utf8_text_view	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	3df1d263fe0fd8445832a37354035e004ea0004c3417d6174380870bb3bb21d7	f91040bc00a90fec1b778051da7fed1b81b41bd772bb92be84b1a4c531bb5d60	xlang-g0-coverage-cluster-policy-v1
165	STRING-RESERVE-01	owned_utf8_text_growth	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	52cd1c817cbacc71db385ff6e73adde103268fe66d501b20a00810434fc367bd	c93fb0e6e63299f6fb15a683879eec511a9ea4e21a2505820c6e5333ba1a459e	xlang-g0-coverage-cluster-policy-v1
166	STRING-PUSH-01	owned_utf8_text_insert	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	c642c9cfe38af9a8d0f94425b253877c1a10940ce65a69a94011a15a1cee7d56	0c9bab9259b2214052382a9c539229fbedf7f671b180568a4b1c6818713e399f	xlang-g0-coverage-cluster-policy-v1
167	STRING-POP-01	owned_utf8_text_remove	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	8d0fb51c7d577e12f6dd6842289a39372dc790b6aeefe6d7c2087ec75bf2dae4	47aa9f8536a77eb2f4b623d4a139ae8f59ab91c12b4f23b54bdde36d0051a56f	xlang-g0-coverage-cluster-policy-v1
168	STRING-INSERT-01	owned_utf8_text_insert	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	e255caf3ba1880023eee6b4b7ef7ca369cebc2224c00db91f55623a3d6f00863	940e978cf0706ccf6881b12489c59ed3e6c7a056205a032c69babfbc53e986db	xlang-g0-coverage-cluster-policy-v1
169	STRING-TRUNCATE-01	owned_utf8_text_drop	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	fe6960f3fecbada539bc8f8f23cc5cfd56ea848ab514f078b4b430cb30cee419	b6c050be9327f8438186d2db379a0e968e14ef575b704149dc39e0be11b58fe2	xlang-g0-coverage-cluster-policy-v1
170	STRING-SPLIT-01	owned_utf8_text_partition	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	f9b57269c61d2d96c34ac1277060ae2e16e800c56ea377a433e698483fbc1f95	483caea571416288117fdc4a242eda3418fb962291fb3dde7191c84e133840c3	xlang-g0-coverage-cluster-policy-v1
171	STRING-RETAIN-01	owned_utf8_text_compaction	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	7404cbb3f8888d6d125b2efe6678efcbb182530ecc2a42f176bcdde012e241a6	80168e99644d447919cf89eaa9f539c032262eb49d6bc84f0b68ee1b3fef636b	xlang-g0-coverage-cluster-policy-v1
172	STRING-DRAIN-01	owned_utf8_text_lazy_remove	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	ba026c5f0f494c156bdae50f152422f78a57638f8edf6f679126fe55b9ab6730	e2757d815b1bdf7299a3abcd56bfe2b26bc7d1362641e551641f637359bb6400	xlang-g0-coverage-cluster-policy-v1
173	STRING-REPLACE-01	owned_utf8_text_replace	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	e9cf4ef38fad4e6c38d7e8eda087727e890fd5a2d1bec820c80d011f18a15538	931a6167650306c2fc5efd8a16e7fbb5d0e3b4a5c9d1f01ea2041046ef4f1555	xlang-g0-coverage-cluster-policy-v1
174	STRING-DECODE-STRICT-01	owned_utf8_text_construction	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	e3dc83b074f1edf1784199060391ef999bc18a9424ca2393e73dd294ceba76fb	6ee139c1bdf98f59ac16f4fe7289755dd7b415fcad6d21dbefded685598ff785	xlang-g0-coverage-cluster-policy-v1
175	STRING-DECODE-LOSSY-01	owned_utf8_text_construction	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	6dcbb42f89a14e686fd790a8a23a93b3e0e4d7d0fb2935452d208982dd610eeb	dafd0968146e5c1ee5b4b03de2fb3ce9925e7b7009948e43de6e7c078ecb4ca6	xlang-g0-coverage-cluster-policy-v1
176	STRING-DECODE-ERROR-01	owned_utf8_error_access	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	d44d4c88d5d80ba7ea67234a62a6ffd3098165e901c31293692b5269ec229d92	6a6f3b29c057ebd033112db5f88eff414a07107465c283d862be0a6c28727477	xlang-g0-coverage-cluster-policy-v1
177	STRING-UTF16-01	owned_utf8_text_construction	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	9205f91666e19c2495ba5ad96ea97fad8f4e84046c1756d57c26780e85a41c21	4c1e1a93378523b1f857bccf4f693cbe369eea60aa7c309461d6012fef327665	xlang-g0-coverage-cluster-policy-v1
178	STRING-CONVERT-01	owned_utf8_text_conversion	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	d152d3bcc37023360e1773f736de7c5f0b924d95d6cfda81e1f0f3d55035c68c	f99e0a909e888ef1cf86f98860df78d1f1efe523a7bb9e324d4f4f086cc3fd27	xlang-g0-coverage-cluster-policy-v1
179	RC-NEW-01	shared_identity	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	23993ed0e5069d08e1638231f52654b6a2407ccef6474f32ff4ee6b6b029d340	118bc9ba16baf9f3ff5dfadd67febb4a3a6fcdcb9a1ecb69b830864f9e8d6ab2	xlang-g0-coverage-cluster-policy-v1
180	RC-WEAK-01	shared_identity	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	b847238e7a6eb783de791872f1ce617b6b56e5a9435b0e0c59cf4eeffdb1bd87	08635efe8cda419e085cc23bdd34afd3b45d5230e79df409fd6758865ca24a5e	xlang-g0-coverage-cluster-policy-v1
181	RC-COUNT-01	shared_identity_query	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	bdbbddca16e12ff5f54714790bb031b3655b12158c24d400864e27a6b7c69b65	231dda1b54806ba0a68004dd62e5c5707450f2a43964348d369448bc57801d5e	xlang-g0-coverage-cluster-policy-v1
182	RC-IDENTITY-01	shared_identity_query	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	80aa054fbc328a25699fd1f38560d650f9d9eaf7b5d674f3ec95c85412aaef46	85d302435f1489979bdc358456c72888bc53647365648b51b1b43bfd03c52c08	xlang-g0-coverage-cluster-policy-v1
183	RC-UNIQUE-01	shared_identity_uniqueness	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	3fd6f44f9701f32420ead6dca355bc4cd7184b3b5a17140369b632a6e511d424	eef920e0f682ae2626e87e5f522d9982f6d738a302e0e939ff35c345edd8cdb0	xlang-g0-coverage-cluster-policy-v1
184	RC-UNWRAP-01	shared_identity_move_out	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	1b8d81ddb43fcaa7be948bbfafabfff767c91aae51888ed23d69dea485949ae2	593e5c20ec1cbf32535a9f4955bff5f17cb5778e53d7f8da404661b9f3d9fa58	xlang-g0-coverage-cluster-policy-v1
185	RC-CYCLIC-01	shared_identity_construction	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	91541218743995ee784f001b81be0c973e282f0f877641cc65204f9ecb9e1c54	1d71506f0fcf9b50df0857a45786cdec06baaff2a882cf154a3195ceed0c2cb2	xlang-g0-coverage-cluster-policy-v1
186	RC-PIN-01	shared_address_sensitive_owner	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	1dff818523aea25ac8c792afbfa49269d567ec5cc70ae2624136eafb78fe2a99	76c6b75f43713865058cffd978720b2a8bc7bd6e9b29e464bd0c0ee60e0ff6ad	xlang-g0-coverage-cluster-policy-v1
187	RC-DOWNCAST-01	shared_type_erasure	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	080dd1e99d45d57ab56b77c0db8b7fc7b549778f1771254e2bc804dbe528bb0e	4a615b5abbe2f81b55fcfde907a0988d5e1a83a6db47217f551913eb64b79859	xlang-g0-coverage-cluster-policy-v1
188	RC-INIT-01	shared_partial_initialization	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	b491eb12fbf1db1b2fccb437bfe2c38f2aebf772d754fc66809f881337a8a7cd	f4b9ad7113c0f9beccb86156de01bd8f17b21840ca4e7ca97c9287bbd3e6fd24	xlang-g0-coverage-cluster-policy-v1
189	REFCELL-OWNER-01	dynamic_borrow_owner	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	fa93a8257d8bfbaa8f5d3e042fa0f6bc3fcea86a6fe178e09f20582a294e6993	205e27ff88910fd4b0110c4ad15d98f924d04e345f8c837be2cdc31fdaf08770	xlang-g0-coverage-cluster-policy-v1
190	REFCELL-BORROW-01	dynamic_borrow	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	ad9e43019677bd0e87df617f98ce6f34c5134b2e78fb4e882d7896fee64726ce	acc2384e74a5e4c17dadd74cba96c8c337f4d4d2a58696ba5530bf423489f7e5	xlang-g0-coverage-cluster-policy-v1
191	REFCELL-TRY-01	dynamic_borrow	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	72adf33d43c9470d9135ebe1dc78e77fe5c0900bbf9a5dba7799008655511f13	02b8c9f622d5f5d221f29699f14d3d85adf0a37e64ef10003db234190f8bc179	xlang-g0-coverage-cluster-policy-v1
192	REF-GUARD-01	dynamic_borrow_projection	G0_COVERAGE_CLUSTER	NON_IMPORTABLE	FAMILY_LOCK_COMPLETE_EVIDENCE_TO_MEMBER_OUTCOME	ALL_SAFE_D10_UNSAFE_IMPL_AND_HELPER_KEYS	REFINED_IN_LOCK;PREDECESSOR_PROVED;EXCLUDED_BLOCKS_CLAIM	FAMILY_CLOSURE_UNIT;MEMBER_CONTRACT;OUTCOME_CONTRACT;CAPABILITY_INHERITANCE;COST_INHERITANCE;FAMILY_LOCK_IMPORT;CANDIDATE_CONSTRUCTION;SCORED_EXPERIMENT;FAMILY_E;FAMILY_P	ff82ed9e1f63aba6ee81a22e6b7636fa0a5d1be250d4c1879b6cb6a4d1512872	f2d8d71e9827e0095d533d2b372fe087b96afe16721fef2c0bd152fd762e4f1a	xlang-g0-coverage-cluster-policy-v1
